baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,tissue,significant
288676.23145271,1.02101436497967,0.39426219238491,2.58968367928842,0.00960641586740763,0.0448299407145689,RiosWingBMP1,brain,Yes
272727.247433242,1.02281035932826,0.423102300082256,2.41740675748964,0.0156315383069349,0.0547103840742721,RiosWingBMP2,brain,No
486268.479135408,-0.0266123277765136,0.0795075974945769,-0.334714274045682,0.737840632820917,0.794597604576373,Runx2Rios,brain,No
514828.919316668,-0.0239882975300338,0.0684310412954526,-0.350547018953924,0.725928209801718,0.794597604576373,Sox9Rios,brain,No
2028691.00298304,0.0614561907019891,0.0433750209978233,1.41685673662436,0.156524817608672,0.273918430815176,ACTB_Rios,gonad,No
152000.346199082,0.0361360786556515,0.0784545200392858,0.460599066026489,0.645086281807127,0.794597604576373,ASIP-Rios,gonad,No
231403.134905647,-0.0242303261988601,0.0315445072240246,-0.768131390570784,0.442409129361415,0.61937278110598,EDNRB-Rios,gonad,No
278217.189511958,-0.275702378962973,0.21082277242465,-1.30774477440055,0.190959891240251,0.297048719707057,HoxRiosA9,gonad,No
353017.088221059,0.621926717255202,0.282032947837115,2.20515624867485,0.0274431321167287,0.0640339749390336,HoxRiosC6,gonad,No
271117.449505028,0.00051163200842539,0.0639482994719677,0.00800071327384816,0.993616422507094,0.993616422507094,MC1R-Rios,gonad,No
297024.096649822,-0.606388162147845,0.269299239347553,-2.25172623441855,0.0243395777364149,0.0640339749390336,RiosTailSpine1,gonad,No
288886.420259252,-0.607682935723071,0.300029319407913,-2.02541183949052,0.0428250927389665,0.0856501854779329,RiosTailSpine2,gonad,No
287280.316002001,-1.00334785983184,0.335660918991942,-2.98917092536449,0.00279735595102964,0.0195814916572075,RiosToxinA1,gonad,Yes
278815.410967836,-0.965635459228151,0.292743904255813,-3.29856726370751,0.000971795944271381,0.0136051432197993,RiosToxinA2,gonad,Yes
288676.23145271,1.02101436497967,0.39426219238491,2.58968367928842,0.00960641586740763,0.0448299407145689,RiosWingBMP1,gonad,Yes
272727.247433242,1.02281035932826,0.423102300082256,2.41740675748964,0.0156315383069349,0.0547103840742721,RiosWingBMP2,gonad,No
486268.479135408,-0.0266123277765136,0.0795075974945769,-0.334714274045682,0.737840632820917,0.794597604576373,Runx2Rios,gonad,No
514828.919316668,-0.0239882975300338,0.0684310412954526,-0.350547018953924,0.725928209801718,0.794597604576373,Sox9Rios,gonad,No
